	K3.H	K3.Z	M2.Middle.L	K3.A	K3.V	K3.K	K3.B	K3.C	M2.Thumb.L	M2.Pinky.L	K3.E	M2.Middle.R	M3.Pinky.L	K1.Space	K1.N	K1.Shift.R	M3.Pinky.R	K3.Enter	K3.U	K3.Q	K3.Space	K1.Y	M2.Index.R	K3.G	K1.G	M3.Thumb.R	K1.R	K1.M	K3.J	K3.Y	K3.T	M2.Ring.R	K1.W	K1.T	M3.Middle.L	K3.I	M3.Ring.R	K1.B	K2.G	K3.W	K3.M	K2.B	K1.P	K2.N	M3.Index.R	K3.L	K3.F	K1.L	K1.H	K1.V	K2.Enter	M3.Ring.L	K1.C	K3.O	K2.F	M9.Middle.R	M9.Ring.R	M9.Thumb.L	K1.Q	K2.Y	M3.Middle.R	M9.Thumb.R	M3.Thumb.L	M2.Pinky.R	K3.Shift.R	K3.Shift.L	K2.E	M9.Pinky.R	K1.X	M9.Ring.L	K2.S	K2.H	K1.E	M2.Thumb.R	M2.Ring.L	K2.C	M9.Index.R	M2.Index.L	K2.V	K2.O	M9.Index.L	K2.W	K2.D	M3.Index.L	M9.Pinky.L	K3.S	K3.D	K2.X	K2.A	K2.P	M9.Middle.L	K2.M
K3.H	0.0	0.27082205	0.3768275	0.1654557	0.15976025	0.16521225	0.12235305	0.3261861	0.3590111	0.22647055	0.3687884	0.23875105	0.2729904	0.3172966	0.31737205	0.28727575	0.2501281	0.1363902	0.14730565	0.17844385	0.16086885	0.3014296	0.2114184	0.1271003	0.30351025	0.2967056	0.25628215	0.2977885	0.1351701	0.13195475	0.18929145	0.2664439	0.29633525	0.2892844	0.3250785	0.1638548	0.20696445	0.3327233	0.32883465	0.26551425	0.14769335	0.3039907	0.29882435	0.32994835	0.2586546	0.15713715	0.21017605	0.31210255	0.30895165	0.32191735	0.3003937	0.3407002	0.349066	0.14441675	0.3034317	0.3351865	0.3267786	0.31247145	0.28728025	0.33009235	0.2405498	0.27737375	0.33777025	0.23122585	0.1408448	0.1367957	0.3422621	0.3315313	0.29952305	0.33294335	0.3257145	0.3209517	0.29560465	0.19141035	0.3659587	0.33889225	0.32785755	0.2608927	0.3165576	0.3265967	0.2486468	0.3553175	0.3304632	0.3127961	0.3105988	0.25769005	0.31781995	0.3351531	0.3428006	0.347333	0.35241105	0.31665375
K3.Z	0.27082205	0.0	0.31090735	0.20454835	0.1767427	0.280283	0.2435389	0.13846975	0.30911945	0.3088587	0.18889905	0.2911165	0.32865105	0.39177075	0.3989935	0.3539238	0.33648895	0.25557245	0.2698258	0.1722446	0.1827476	0.38053505	0.31790575	0.25083795	0.3948011	0.37471375	0.3512357	0.36342915	0.25686555	0.2865559	0.2468108	0.31499015	0.3795946	0.38692895	0.37245365	0.21347055	0.3483958	0.39963535	0.3979861	0.2594477	0.2926176	0.37984315	0.3735265	0.3912779	0.35359875	0.2314379	0.1753146	0.3603703	0.3990327	0.4050078	0.37566955	0.41496695	0.41374155	0.2877823	0.36655375	0.39813055	0.39637895	0.3807283	0.3556357	0.4031296	0.32979925	0.3611148	0.4007412	0.3238101	0.24854575	0.25799985	0.40330625	0.39793545	0.393987	0.3978335	0.38831365	0.38263365	0.360502	0.3085241	0.38727085	0.4044213	0.396401	0.31667685	0.37709375	0.38687015	0.38551735	0.42335125	0.39159505	0.38594675	0.38163945	0.3020929	0.144306	0.39942265	0.38889975	0.38941555	0.4153551	0.3940037
M2.Middle.L	0.3768275	0.31090735	0.0	0.2661278	0.29306475	0.30177525	0.31686565	0.268486	0.0898732	0.20669425	0.3174115	0.23660755	0.358808	0.3831564	0.37247425	0.35340895	0.3508295	0.3188669	0.32542105	0.29728735	0.31880065	0.3708012	0.2930304	0.3413906	0.37254125	0.3797867	0.35746505	0.3577493	0.3327899	0.34137185	0.24272285	0.1762084	0.35845015	0.3653669	0.3756043	0.3247228	0.37002085	0.3784799	0.37452725	0.18679515	0.34042365	0.3728038	0.36487255	0.36321985	0.3577489	0.30279865	0.23559035	0.38464155	0.36904385	0.37381805	0.3742659	0.3705696	0.3848882	0.31886465	0.3677539	0.3773366	0.3751997	0.36999805	0.34466075	0.36145035	0.3283028	0.36595405	0.37620535	0.25580975	0.2806386	0.308022	0.388134	0.3752889	0.36454565	0.37676075	0.3722273	0.3772368	0.35100095	0.29768955	0.1784755	0.37189385	0.37691835	0.1670538	0.3637812	0.374996	0.3957713	0.3807338	0.3801435	0.3766656	0.3715427	0.21106225	0.26402015	0.375569	0.3839965	0.3901009	0.38508705	0.37118815
K3.A	0.1654557	0.20454835	0.2661278	0.0	0.12448205	0.19071615	0.12331465	0.2097514	0.2467012	0.16376955	0.2705165	0.21861685	0.3177677	0.3408382	0.34852555	0.31669195	0.3056895	0.1834473	0.16538965	0.11609635	0.14707215	0.3291848	0.2202184	0.1561227	0.34663975	0.3162683	0.29035915	0.3274873	0.1914616	0.18348765	0.12280095	0.2066362	0.32545365	0.3334383	0.3547048	0.1548589	0.28943685	0.3516278	0.34200005	0.17221645	0.20514965	0.325389	0.33150565	0.34007325	0.2802014	0.15404105	0.13537975	0.36227135	0.34515745	0.35117195	0.3187683	0.3586464	0.3636228	0.18867025	0.3285375	0.3463338	0.3430451	0.32079395	0.31152555	0.35071465	0.2647617	0.29926485	0.35135105	0.18882615	0.1070327	0.1667417	0.3516201	0.3382566	0.33714385	0.34609185	0.3398603	0.3339073	0.31198995	0.20395365	0.2933855	0.34916175	0.33686395	0.1906186	0.3200008	0.3456455	0.2981837	0.3636659	0.3384398	0.3420413	0.3310948	0.20019135	0.19482795	0.348836	0.359898	0.367005	0.36077795	0.33331235
K3.V	0.15976025	0.1767427	0.29306475	0.12448205	0.0	0.1767404	0.1292199	0.22750215	0.27528505	0.2123185	0.28123895	0.1912696	0.28911005	0.33721225	0.3451157	0.2998522	0.28542915	0.15060895	0.1534703	0.0988238	0.1110031	0.32534315	0.18238195	0.11249475	0.3419629	0.30937595	0.2863558	0.31736165	0.12125845	0.1735166	0.1389422	0.22390525	0.3227707	0.33366765	0.32810385	0.13699075	0.2593383	0.34519585	0.3430638	0.2012922	0.1714135	0.32712945	0.3218157	0.3389773	0.27562015	0.1499662	0.1217154	0.3371775	0.3449666	0.3533535	0.32176885	0.36201615	0.36214765	0.1553804	0.32118795	0.34369395	0.33911815	0.3193496	0.308084	0.3464261	0.25943045	0.2853672	0.3494343	0.2198552	0.13780335	0.13171095	0.35285995	0.34247805	0.3306476	0.3414531	0.33681145	0.33358975	0.3038996	0.1758331	0.32734545	0.3534037	0.336873	0.23144345	0.32099215	0.33473385	0.28593085	0.36862565	0.33358585	0.33304065	0.31508835	0.2268415	0.2173147	0.34750365	0.34065425	0.34669795	0.3586848	0.3371341
K3.K	0.16521225	0.280283	0.30177525	0.19071615	0.1767404	0.0	0.1544186	0.30760795	0.28210155	0.2124606	0.36077105	0.1862174	0.21691225	0.23024885	0.2354254	0.207661	0.20219775	0.08450755	0.126971	0.1950581	0.1804818	0.21942795	0.14603345	0.13678855	0.2317102	0.20562905	0.1829019	0.21826085	0.14900565	0.1403673	0.1505442	0.21376075	0.2105696	0.22496095	0.24337735	0.18507215	0.1632967	0.24692765	0.2362538	0.2074901	0.1065342	0.21417615	0.2212144	0.2370367	0.17119945	0.1698554	0.1856299	0.2527517	0.23569	0.2425049	0.21469695	0.25002455	0.25446445	0.1061472	0.22091715	0.23718805	0.23718215	0.2214312	0.21165	0.2399551	0.17374245	0.1972929	0.2423347	0.1726467	0.17519505	0.08722785	0.24942885	0.23672605	0.224208	0.2405002	0.23498335	0.23219995	0.2069463	0.149945	0.28340775	0.2464842	0.2320894	0.22391085	0.21951455	0.24132715	0.17975415	0.25949065	0.23671535	0.22998925	0.23019945	0.2047835	0.3021897	0.24432015	0.25786115	0.25892885	0.2581314	0.2316621
K3.B	0.12235305	0.2435389	0.31686565	0.12331465	0.1292199	0.1544186	0.0	0.28092365	0.29463755	0.1551155	0.33981915	0.1929171	0.27573175	0.31205675	0.3199061	0.2834893	0.26244485	0.12761285	0.1015384	0.1264744	0.180629	0.30149245	0.17629085	0.12772065	0.317005	0.28325465	0.2621825	0.29643305	0.15447095	0.1407926	0.1232007	0.20974325	0.2997659	0.31028805	0.31046225	0.14291735	0.2423964	0.32663895	0.3157604	0.2047283	0.1517633	0.29911625	0.2994374	0.3162925	0.25129115	0.1478679	0.1632047	0.3196252	0.3238822	0.3301922	0.29405515	0.34125255	0.34008795	0.1348868	0.29398915	0.32066175	0.31531545	0.2960397	0.2841004	0.3228244	0.24369865	0.2655803	0.3251603	0.1803555	0.08807235	0.12286855	0.32958545	0.31632455	0.3102705	0.3170658	0.31394035	0.30650365	0.2873273	0.168033	0.29853695	0.3303104	0.3110945	0.20301415	0.29587055	0.31346705	0.26346325	0.34119085	0.31096045	0.31160955	0.29853515	0.1941648	0.2734476	0.32319375	0.32004285	0.32625695	0.3362185	0.309905
K3.C	0.3261861	0.13846975	0.268486	0.2097514	0.22750215	0.30760795	0.28092365	0.0	0.2825805	0.30772375	0.1073124	0.31317955	0.3896516	0.4164152	0.42054555	0.38989665	0.3791641	0.2987464	0.31868995	0.23126825	0.22333175	0.4005536	0.3405568	0.2869981	0.41033835	0.4109332	0.38442075	0.3987076	0.3199998	0.34017315	0.26590085	0.3154236	0.39785575	0.4069553	0.4239538	0.2744151	0.39404615	0.4148187	0.41534805	0.26653545	0.36371755	0.4061392	0.40313665	0.41298955	0.390658	0.28972005	0.20176425	0.43172565	0.41437555	0.42386155	0.4089132	0.4271518	0.4325747	0.33406935	0.4037258	0.4160908	0.4126202	0.40701645	0.38944595	0.41908185	0.3678956	0.39813035	0.42392375	0.32709665	0.269406	0.3094001	0.4220797	0.4141036	0.40563025	0.41767255	0.413535	0.4186158	0.39501405	0.32660095	0.3702741	0.42115195	0.41532005	0.3078025	0.3990858	0.4205033	0.4090115	0.434945	0.4227021	0.414163	0.4023489	0.30803985	0.10231345	0.4195378	0.4298169	0.4378187	0.42856295	0.41950095
M2.Thumb.L	0.3590111	0.30911945	0.0898732	0.2467012	0.27528505	0.28210155	0.29463755	0.2825805	0.0	0.19307015	0.332736	0.21388395	0.3433805	0.3622272	0.35519465	0.33514305	0.3297773	0.2997338	0.31322105	0.28103765	0.29698265	0.3483415	0.2749982	0.3227665	0.34938375	0.3591028	0.33722785	0.338033	0.3190698	0.33328935	0.22576845	0.1457189	0.33881755	0.3437599	0.3569144	0.3039935	0.34793925	0.3590393	0.35351275	0.16193645	0.33185775	0.3520474	0.34147995	0.34434285	0.3375367	0.28082595	0.22260605	0.36814535	0.34811885	0.35455265	0.3545792	0.3502882	0.364436	0.31068735	0.3475372	0.3537961	0.3522405	0.34918255	0.32193235	0.34293715	0.3089605	0.34486435	0.35590025	0.23087935	0.267646	0.2919271	0.3651313	0.3523186	0.34498955	0.35346545	0.3514814	0.3571619	0.33416525	0.28980395	0.1302873	0.35034125	0.35597755	0.1412796	0.3423015	0.3568002	0.3837632	0.359683	0.3632662	0.3547937	0.3503695	0.17423645	0.24863565	0.3531673	0.3640663	0.3688218	0.36229575	0.35314385
M2.Pinky.L	0.22647055	0.3088587	0.20669425	0.16376955	0.2123185	0.2124606	0.1551155	0.30772375	0.19307015	0.0	0.36690205	0.1880669	0.31324855	0.32781135	0.3324739	0.3066889	0.29584405	0.21258305	0.1772389	0.2083279	0.2664422	0.31465785	0.21724595	0.21488905	0.3265047	0.31822345	0.2980356	0.31591895	0.22462605	0.213413	0.130434	0.11804395	0.3114305	0.32197155	0.33906625	0.22651725	0.297008	0.33232975	0.323883	0.1549429	0.2225093	0.30810845	0.3225383	0.3182452	0.28543015	0.2066988	0.2200972	0.3479544	0.32818	0.337556	0.30285065	0.33951045	0.34953035	0.2118749	0.31537235	0.33358485	0.32726255	0.3056894	0.304308	0.3268041	0.25951885	0.2789468	0.3410546	0.1428604	0.12725215	0.19823335	0.33847075	0.32503175	0.3264348	0.3296059	0.32486375	0.31832685	0.2961577	0.2100875	0.20524585	0.3308319	0.3171066	0.11845725	0.30217765	0.32863205	0.30552955	0.34583755	0.32210115	0.32722085	0.31260555	0.1544111	0.2799049	0.32584195	0.34935935	0.35149865	0.341045	0.3133107
K3.E	0.3687884	0.18889905	0.3174115	0.2705165	0.28123895	0.36077105	0.33981915	0.1073124	0.332736	0.36690205	0.0	0.38980185	0.4223278	0.4553849	0.44759765	0.42739265	0.417566	0.3423135	0.36657675	0.28358835	0.26859485	0.4433793	0.4038752	0.3460559	0.43890485	0.4505609	0.42159235	0.432673	0.3693864	0.37970055	0.33258175	0.3804183	0.42577025	0.4337876	0.4470367	0.3277132	0.43163675	0.439344	0.44301525	0.31473145	0.40852425	0.4390972	0.43298305	0.43686595	0.4232778	0.32564475	0.25239555	0.45747905	0.44164445	0.44782025	0.4409679	0.4511763	0.461419	0.37809745	0.435441	0.4463438	0.4440777	0.43867415	0.41442535	0.44201725	0.3948687	0.43482895	0.44702085	0.39559295	0.3339234	0.3600886	0.4573344	0.4446699	0.43584465	0.45173065	0.4379385	0.445355	0.42501305	0.39283625	0.415371	0.44656665	0.44496995	0.369208	0.4380858	0.4462007	0.4393015	0.4563496	0.4504417	0.4483962	0.4339884	0.36703445	0.13508515	0.44297	0.4533807	0.4674248	0.45821795	0.44227615
M2.Middle.R	0.23875105	0.2911165	0.23660755	0.21861685	0.1912696	0.1862174	0.1929171	0.31317955	0.21388395	0.1880669	0.38980185	0.0	0.23288185	0.29282885	0.2991611	0.2500747	0.23351745	0.19044805	0.1883719	0.2104443	0.2381454	0.27670635	0.11113945	0.21099795	0.295148	0.26034315	0.2381502	0.26488525	0.16789975	0.2006276	0.1404291	0.12595555	0.2809373	0.28085345	0.27796925	0.21177265	0.2217645	0.30510575	0.2970435	0.172052	0.1936241	0.28516775	0.2749604	0.2919776	0.23393695	0.2149254	0.2047332	0.2814857	0.2977726	0.3054938	0.28443835	0.31297755	0.31380635	0.1912224	0.27249795	0.29601615	0.29314185	0.275465	0.2546442	0.2950027	0.22153645	0.2663058	0.3034015	0.1487296	0.19677965	0.17219425	0.30700815	0.29496365	0.2859344	0.2931719	0.29243185	0.29466655	0.2688507	0.1260859	0.22275165	0.3046812	0.3008897	0.15001285	0.27644735	0.29177975	0.29890995	0.32280325	0.30221465	0.28285835	0.27316905	0.1581746	0.3113652	0.30045985	0.28929305	0.29335035	0.3119546	0.3013969
M3.Pinky.L	0.2729904	0.32865105	0.358808	0.3177677	0.28911005	0.21691225	0.27573175	0.3896516	0.3433805	0.31324855	0.4223278	0.23288185	0.0	0.1647527	0.16451625	0.11265695	0.091354	0.2263359	0.25748075	0.29080545	0.31166235	0.1537219	0.2406822	0.3004365	0.17115535	0.1632435	0.13103205	0.1452346	0.2311246	0.22376145	0.26079245	0.2759672	0.15356255	0.1519373	0.1358501	0.250645	0.15932845	0.1937986	0.19451225	0.30382395	0.19049675	0.1750649	0.13672475	0.19471925	0.1443674	0.21768535	0.27361785	0.09894465	0.15844345	0.17309055	0.1871484	0.1986494	0.1934073	0.22857285	0.1644272	0.1850801	0.1863687	0.19207805	0.13843105	0.19264615	0.1313797	0.17220375	0.17403265	0.23895265	0.3020785	0.2160192	0.1939413	0.1887649	0.16184365	0.18486635	0.1846948	0.1909929	0.15654455	0.27214795	0.3087504	0.20022905	0.19981905	0.2986456	0.1906011	0.187703	0.282845	0.2165386	0.1956676	0.1574958	0.1755627	0.26433625	0.38019105	0.1989389	0.1691648	0.1646466	0.20317805	0.19819535
K1.Space	0.3172966	0.39177075	0.3831564	0.3408382	0.33721225	0.23024885	0.31205675	0.4164152	0.3622272	0.32781135	0.4553849	0.29282885	0.1647527	0.0	0.05925535	0.09420755	0.133886	0.245133	0.28283115	0.34044035	0.33316385	0.0464384	0.2639044	0.3237752	0.06902775	0.0581059	0.09774815	0.0817561	0.2902316	0.26547865	0.28831145	0.2919329	0.05497915	0.1011508	0.0975205	0.3157422	0.18034715	0.0726952	0.05822855	0.31150415	0.21870005	0.0458795	0.08199835	0.07057695	0.1032498	0.26567765	0.30644145	0.14075035	0.09031085	0.06276035	0.0561111	0.0830358	0.0659158	0.23343125	0.0631678	0.064474	0.0610477	0.06914595	0.09352755	0.07584615	0.152725	0.07465755	0.06662205	0.23216265	0.3317067	0.2594744	0.0590756	0.0591863	0.06809735	0.06298795	0.070658	0.062653	0.08100825	0.29793305	0.3084425	0.07424585	0.06678285	0.3239276	0.0586962	0.0729216	0.243778	0.0773133	0.0687436	0.0587474	0.08392	0.27925095	0.39725685	0.0725336	0.087715	0.0879345	0.07043545	0.07203705
K1.N	0.31737205	0.3989935	0.37247425	0.34852555	0.3451157	0.2354254	0.3199061	0.42054555	0.35519465	0.3324739	0.44759765	0.2991611	0.16451625	0.05925535	0.0	0.0984829	0.13176005	0.25604155	0.2890329	0.3489482	0.355166	0.07006805	0.26750595	0.33515965	0.0639046	0.08985115	0.0986191	0.07291215	0.29249295	0.2694167	0.2981622	0.29677615	0.0499903	0.09152925	0.08885335	0.31683285	0.1849911	0.07924725	0.0726121	0.3129656	0.2256359	0.06218475	0.0684688	0.0645745	0.11783995	0.2639246	0.3189521	0.1256978	0.0775413	0.0447727	0.07934685	0.08089795	0.06068795	0.2449478	0.06802245	0.07357015	0.07260935	0.091586	0.0844173	0.0747088	0.15199465	0.0965048	0.0536456	0.2421371	0.33964615	0.26403685	0.07711475	0.07813445	0.0474657	0.0600679	0.06458895	0.06710625	0.0733087	0.3083916	0.29739765	0.0873285	0.0780634	0.31895645	0.07912335	0.06301135	0.27144835	0.08173175	0.06195555	0.06065015	0.08972345	0.2780551	0.4087072	0.07772595	0.07539635	0.07691565	0.0761384	0.0782664
K1.Shift.R	0.28727575	0.3539238	0.35340895	0.31669195	0.2998522	0.207661	0.2834893	0.38989665	0.33514305	0.3066889	0.42739265	0.2500747	0.11265695	0.09420755	0.0984829	0.0	0.09828425	0.22511435	0.2466061	0.3077575	0.3084588	0.07763945	0.23632025	0.30252885	0.099632	0.09468365	0.0884225	0.08145625	0.25506155	0.2344824	0.255196	0.26922625	0.0850995	0.07837035	0.09636885	0.27370735	0.1703538	0.11846345	0.1236429	0.2968407	0.1927953	0.10614955	0.0649223	0.1187883	0.10681805	0.2367559	0.2773446	0.105993	0.0915837	0.1072444	0.11574325	0.12638095	0.11660735	0.2166575	0.09923205	0.11284695	0.11480885	0.1218123	0.0678317	0.1224631	0.14025485	0.1009348	0.1078247	0.2238231	0.30113065	0.22524205	0.12170785	0.11984975	0.0959804	0.1086818	0.11282985	0.12123415	0.0832332	0.274813	0.29376105	0.128718	0.1304407	0.29547115	0.11518945	0.12042445	0.26750745	0.14438555	0.12429845	0.08577495	0.10624065	0.2604773	0.3704427	0.12439745	0.11482345	0.11910025	0.1319577	0.1256883
M3.Pinky.R	0.2501281	0.33648895	0.3508295	0.3056895	0.28542915	0.20219775	0.26244485	0.3791641	0.3297773	0.29584405	0.417566	0.23351745	0.091354	0.133886	0.13176005	0.09828425	0.0	0.2057081	0.24394885	0.28773775	0.29162515	0.1095356	0.2193223	0.2840603	0.12651635	0.1228407	0.09607675	0.115415	0.2240089	0.21228255	0.24541735	0.2571722	0.11814815	0.1067316	0.1322672	0.2524511	0.10417475	0.1523075	0.15453865	0.28234125	0.17693375	0.1390627	0.10912245	0.15776165	0.1083809	0.19766885	0.25918135	0.11073645	0.09790185	0.13749055	0.1464379	0.1691377	0.158028	0.19868735	0.1308777	0.1515616	0.1515154	0.15911645	0.10407885	0.16126145	0.098504	0.14262605	0.14895605	0.21015175	0.2889085	0.2040588	0.1590417	0.1544086	0.12688245	0.14686105	0.1502795	0.15358	0.13108705	0.25369035	0.2834789	0.16320655	0.16492615	0.2862376	0.1564302	0.152139	0.2579087	0.1806133	0.1590148	0.1271704	0.1476416	0.24660495	0.36065325	0.1601904	0.1573978	0.1572588	0.16867295	0.15917715
K3.Enter	0.1363902	0.25557245	0.3188669	0.1834473	0.15060895	0.08450755	0.12761285	0.2987464	0.2997338	0.21258305	0.3423135	0.19044805	0.2263359	0.245133	0.25604155	0.22511435	0.2057081	0.0	0.11223835	0.17041875	0.14757835	0.2369473	0.1419652	0.1283727	0.24975265	0.2207473	0.20201805	0.2351407	0.1268927	0.11231125	0.14334125	0.2217279	0.23272075	0.2456282	0.2544496	0.1639398	0.16752955	0.2564366	0.24942865	0.20914055	0.11361005	0.2348756	0.23639565	0.25198135	0.1885595	0.14161745	0.16140695	0.26249945	0.25565255	0.26461875	0.2281191	0.2777167	0.2746603	0.09012525	0.2352814	0.2581316	0.2536017	0.23523595	0.22835445	0.25752895	0.1835594	0.20728765	0.26257055	0.17933085	0.1620701	0.0874785	0.2656788	0.2549302	0.24236635	0.25228415	0.2517052	0.2432893	0.22875975	0.13487235	0.2956474	0.26557385	0.25126385	0.2361174	0.2409906	0.2527616	0.193963	0.278939	0.2522108	0.2463715	0.2405777	0.20732345	0.29243215	0.2578723	0.269989	0.2746482	0.27487515	0.24600985
K3.U	0.14730565	0.2698258	0.32542105	0.16538965	0.1534703	0.126971	0.1015384	0.31868995	0.31322105	0.1772389	0.36657675	0.1883719	0.25748075	0.28283115	0.2890329	0.2466061	0.24394885	0.11223835	0.0	0.1676231	0.1985892	0.27392975	0.16843575	0.14059925	0.2873378	0.25386875	0.2290674	0.26580955	0.13860595	0.1117549	0.1314435	0.21407105	0.2689611	0.27844915	0.28358055	0.17721295	0.223719	0.29425855	0.2874011	0.2236131	0.1208335	0.27299665	0.2720363	0.2840984	0.22263585	0.1670053	0.1842422	0.2931322	0.2931569	0.2973576	0.26513825	0.30507435	0.31160975	0.1105941	0.27080225	0.28696655	0.28363525	0.2651204	0.2598447	0.2881849	0.21658705	0.232579	0.293296	0.1676582	0.13464465	0.10330615	0.29798555	0.28589425	0.2793212	0.2894214	0.28233115	0.27865825	0.2506346	0.1757208	0.31373645	0.296474	0.2820082	0.20703845	0.26634315	0.28203385	0.24444255	0.31276745	0.27910065	0.27677125	0.26364895	0.2070588	0.3084104	0.29123795	0.29359125	0.30082375	0.3065071	0.2799855
K3.Q	0.17844385	0.1722446	0.29728735	0.11609635	0.0988238	0.1950581	0.1264744	0.23126825	0.28103765	0.2083279	0.28358835	0.2104443	0.29080545	0.34044035	0.3489482	0.3077575	0.28773775	0.17041875	0.1676231	0.0	0.144133	0.33275785	0.21159815	0.15590955	0.3453622	0.31649435	0.2903005	0.32000695	0.16776835	0.189213	0.1416434	0.22804255	0.3295778	0.33661965	0.32869675	0.13286355	0.2731576	0.35303355	0.3477501	0.1815473	0.1915715	0.33058535	0.3235252	0.344538	0.28475875	0.1367523	0.1226135	0.3312724	0.3513665	0.3581211	0.32251375	0.37112335	0.36754485	0.182912	0.32125725	0.35453475	0.34954485	0.3291311	0.305846	0.3540781	0.26749605	0.2999326	0.3521221	0.2189524	0.13691625	0.15482115	0.36065785	0.35275235	0.3383739	0.3529409	0.34039985	0.33591125	0.3112812	0.2096392	0.32250905	0.3630083	0.3492958	0.22668585	0.32784595	0.33897835	0.31606555	0.37664635	0.34259775	0.34310745	0.32507145	0.2111769	0.2218689	0.35076735	0.34758515	0.35255955	0.3703509	0.3415466
K3.Space	0.16086885	0.1827476	0.31880065	0.14707215	0.1110031	0.1804818	0.180629	0.22333175	0.29698265	0.2664422	0.26859485	0.2381454	0.31166235	0.33316385	0.355166	0.3084588	0.29162515	0.14757835	0.1985892	0.144133	0.0	0.32313625	0.22263845	0.14745155	0.3360309	0.31231665	0.2875295	0.32650835	0.17151755	0.1986621	0.1931855	0.27960565	0.3298683	0.32928325	0.35341195	0.15423325	0.2503002	0.34953775	0.3511601	0.2289753	0.2157247	0.34152905	0.3299262	0.3546708	0.28068335	0.1835429	0.1425969	0.350647	0.3471094	0.3594203	0.33063025	0.36512855	0.36760275	0.1907962	0.34104515	0.35360025	0.34790995	0.3333168	0.3163827	0.3581139	0.27761405	0.3200114	0.3569704	0.27	0.17092145	0.17721165	0.36564165	0.35490165	0.3366354	0.3492417	0.35916855	0.35689855	0.3265719	0.2077172	0.36588595	0.3642525	0.3621609	0.28198335	0.34235305	0.35876995	0.28530675	0.38172855	0.36551475	0.34340465	0.34375355	0.272187	0.2045105	0.36225045	0.37027005	0.37951375	0.3733802	0.3548372
K1.Y	0.3014296	0.38053505	0.3708012	0.3291848	0.32534315	0.21942795	0.30149245	0.4005536	0.3483415	0.31465785	0.4433793	0.27670635	0.1537219	0.0464384	0.07006805	0.07763945	0.1095356	0.2369473	0.27392975	0.33275785	0.32313625	0.0	0.2552039	0.3174697	0.05851055	0.0594083	0.09401155	0.0630435	0.2753514	0.25136775	0.27557545	0.2780348	0.05092985	0.0730881	0.0879762	0.3066441	0.17257265	0.0649401	0.07077485	0.30219245	0.21042975	0.0482496	0.06477295	0.07083425	0.0916393	0.26058995	0.29839795	0.12275535	0.08507865	0.06429455	0.0577222	0.0849784	0.07022	0.21956365	0.0551089	0.0685886	0.064003	0.07368015	0.07370965	0.07742115	0.1446395	0.07467795	0.07354485	0.22037145	0.3183662	0.2473819	0.0704709	0.0702307	0.05900945	0.06609855	0.0686731	0.070891	0.06523875	0.28798255	0.3002359	0.07758775	0.07468745	0.3090758	0.0678518	0.0755736	0.2417324	0.0911376	0.0750208	0.0549534	0.0736224	0.27125975	0.37978095	0.075068	0.0911912	0.0899188	0.08096335	0.06737415
M2.Index.R	0.2114184	0.31790575	0.2930304	0.2202184	0.18238195	0.14603345	0.17629085	0.3405568	0.2749982	0.21724595	0.4038752	0.11113945	0.2406822	0.2639044	0.26750595	0.23632025	0.2193223	0.1419652	0.16843575	0.21159815	0.22263845	0.2552039	0.0	0.1825697	0.26622025	0.2367047	0.21111865	0.250875	0.1598999	0.18156135	0.14698735	0.1729216	0.25065595	0.2614489	0.2685648	0.2190121	0.18304495	0.2760948	0.26776835	0.20765955	0.15345125	0.2520048	0.25351145	0.26934195	0.2046521	0.20287595	0.20915495	0.27819765	0.27197905	0.28226505	0.2515655	0.2938709	0.2906972	0.14439445	0.2482886	0.2736627	0.2676214	0.24981895	0.23738325	0.27417295	0.1946632	0.23526165	0.27588505	0.14609515	0.200482	0.151623	0.2791758	0.2660642	0.26179265	0.26556175	0.2638219	0.2651042	0.24489355	0.08399355	0.2602022	0.28262515	0.26814355	0.2099211	0.250357	0.2624243	0.2528588	0.2931894	0.2689491	0.2631576	0.2483158	0.18863845	0.33210405	0.2745328	0.2744054	0.2819711	0.28584935	0.27151815
K3.G	0.1271003	0.25083795	0.3413906	0.1561227	0.11249475	0.13678855	0.12772065	0.2869981	0.3227665	0.21488905	0.3460559	0.21099795	0.3004365	0.3237752	0.33515965	0.30252885	0.2840603	0.1283727	0.14059925	0.15590955	0.14745155	0.3174697	0.1825697	0.0	0.32974095	0.3005176	0.27439905	0.307017	0.1386818	0.15938045	0.14105435	0.2378317	0.31103445	0.327641	0.3337521	0.1648316	0.24540495	0.3305982	0.32676145	0.23069255	0.15786365	0.3141377	0.31543825	0.32834445	0.2678292	0.18553805	0.17539025	0.33842665	0.33432035	0.34256755	0.3072824	0.3498283	0.351231	0.14009965	0.3086926	0.3354043	0.327559	0.30683735	0.30728305	0.33632315	0.2702468	0.27636765	0.33891875	0.20911915	0.1384005	0.12035	0.3387098	0.3268628	0.31786625	0.32752185	0.3247035	0.3183314	0.30637015	0.14764415	0.3357971	0.34164425	0.32449145	0.2364333	0.3053656	0.3229886	0.2327197	0.3530314	0.3226961	0.3261788	0.3074548	0.22144015	0.28650985	0.3350742	0.3376752	0.3458243	0.34615215	0.32362175
